15:24:02.657 [main] INFO  testCases.TC_001_SFI_All_Mobile - Phone Number Control Title Passed : Actual Value is: Please type your phone numberExpected Value is: Please type your phone number
15:24:03.670 [main] INFO  testCases.TC_001_SFI_All_Mobile - Validation of PhoneNumber Control Title
15:24:06.924 [main] INFO  testCases.TC_001_SFI_All_Mobile - Phone Number Entered
15:24:08.226 [main] INFO  testCases.TC_001_SFI_All_Mobile - PhoneNumber Next Clicked
15:24:09.371 [main] INFO  testCases.TC_001_SFI_All_Mobile - Appointment Control Title Passed : Actual Value is: Book an appointment / meetingExpected Value is: Book an appointment / meeting
15:24:10.379 [main] INFO  testCases.TC_001_SFI_All_Mobile - Validation of Appointment Control Title
15:24:10.697 [main] INFO  testCases.TC_001_SFI_All_Mobile - Appointment Clicked
16:14:52.496 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:14:52.504 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:14:52.506 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:14:54.371 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:14:54.466 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:14:54.471 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:14:57.439 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:15:02.443 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:15:06.001 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:15:06.100 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:16:26.408 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:16:26.415 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:16:26.419 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:16:27.821 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:16:27.973 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:16:27.973 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:16:29.984 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:16:34.986 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:16:43.073 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:16:43.188 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:16:58.201 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
16:17:06.862 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
16:17:07.347 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
16:17:10.354 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
16:17:10.498 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
16:17:11.502 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:17:11.637 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
16:17:12.639 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:17:12.772 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
16:17:13.110 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
16:17:13.226 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
16:17:13.323 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
16:17:16.427 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
16:17:16.427 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
16:27:42.175 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:27:42.186 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:27:42.189 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:27:43.731 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:27:43.821 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:27:43.821 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:27:45.725 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:27:50.731 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:27:54.213 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:27:54.308 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:28:09.314 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
16:28:17.830 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
16:28:18.251 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
16:28:21.264 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
16:28:21.389 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
16:28:22.400 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:28:22.513 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
16:28:23.528 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:28:23.667 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
16:28:23.980 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
16:28:24.086 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
16:28:24.177 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
16:28:27.316 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
16:28:27.316 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
16:31:11.466 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:31:11.476 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:31:11.479 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:31:12.969 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:31:13.065 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:31:13.065 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:31:15.645 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:31:20.658 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:31:23.935 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:31:24.026 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:31:39.030 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
16:31:47.804 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
16:31:48.157 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
16:31:51.164 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
16:31:51.316 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
16:31:52.333 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:31:52.454 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
16:31:53.458 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:31:53.547 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
16:31:53.869 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
16:31:53.984 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
16:31:54.076 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
16:31:57.191 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
16:31:57.192 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
16:34:23.539 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:34:23.544 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:34:23.547 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:34:24.751 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:34:24.856 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:34:24.857 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:34:27.163 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:34:32.168 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:34:35.584 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:34:35.672 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:34:50.686 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
16:34:59.453 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
16:34:59.794 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
16:35:02.808 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
16:35:02.884 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
16:35:03.894 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:35:04.017 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
16:35:05.022 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:35:05.138 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
16:35:05.474 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
16:35:05.588 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
16:35:05.687 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
16:35:08.821 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
16:35:08.821 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
16:51:20.266 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
16:51:20.275 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
16:51:20.280 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
16:51:22.993 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
16:51:23.314 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
16:51:23.316 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
16:51:29.487 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
16:51:34.491 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
16:51:37.826 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
16:51:37.916 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
16:51:52.928 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
16:52:02.011 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
16:52:02.369 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
16:52:05.379 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
16:52:05.494 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
16:52:06.508 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:52:06.624 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
16:52:07.638 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
16:52:07.761 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
16:52:08.086 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
16:52:08.196 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
16:52:08.288 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
16:52:11.400 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
16:52:11.400 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
17:00:29.915 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
17:00:29.921 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
17:00:29.924 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
17:00:31.212 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
17:00:31.324 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
17:00:31.324 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
17:00:33.244 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
17:00:38.261 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
17:00:41.421 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
17:00:41.512 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
17:00:56.518 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
17:01:05.427 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
17:01:05.760 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
17:01:08.767 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
17:01:08.848 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
17:01:09.853 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
17:01:09.977 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
17:01:10.979 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
17:01:11.125 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
17:01:11.443 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
17:01:11.558 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
17:01:11.644 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
17:01:14.783 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
17:01:14.783 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
17:26:39.785 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - ******starting TC_001_SFI_All_MobileResponse ****
17:26:39.800 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Test Execution on Browser: chrome
17:26:39.803 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Excel file Utility instance created
17:26:41.551 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Row Count is: 1
17:26:41.770 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Col Count is: 49
17:26:41.771 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values started...
17:26:45.270 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Extracting DataSheet Values Completed...
17:26:50.277 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigation started
17:26:54.080 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Login details Entered
17:26:54.177 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Chat bot Logged In
17:27:09.188 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard wait for 15 secs
17:27:17.992 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clear all button clicked on listbox
17:27:18.384 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Build Name entered in List Box
17:27:21.392 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Waited for 3 secs
17:27:21.543 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Enter Key applied on ListBox
17:27:22.545 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
17:27:22.667 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Build button once
17:27:23.671 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Hard Wait for 1 sec
17:27:23.823 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked side bar Result
17:27:24.164 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Side Item Response clicked
17:27:24.280 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response
17:27:24.366 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - clicked refresh Response Again
17:27:27.502 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Clicked first Response
17:27:27.502 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Navigated to Build: SFAllMobile_Independent
17:27:29.618 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Message Control Header Expected Value:Hi, Welcome to chat bot..! Actual Value: Hi, Welcome to chat bot..!
17:27:29.618 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Message Control Header Passed : Actual Value is: Hi, Welcome to chat bot..!Expected Value is: Hi, Welcome to chat bot..!
17:27:32.150 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - MultiChoice Control Question Expected Value:Select an option..! Actual Value: Select an option..!
17:27:32.150 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - MultiChoice Control Question Passed : Actual Value is: Select an option..!Expected Value is: Select an option..!
17:27:33.587 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - MultiChoice Control Answer Expected Value:DisAgree Actual Value: DisAgree
17:27:33.587 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - MultiChoice Control Answer Passed : Actual Value is: DisAgreeExpected Value is: DisAgree
17:27:36.049 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Text Question Control Question Expected Value:Please type an answer ..! Actual Value: Please type an answer ..!
17:27:36.049 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Text Question Control Question Passed : Actual Value is: Please type an answer ..!Expected Value is: Please type an answer ..!
17:27:37.464 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Text Question Control Answer Expected Value:Welcome to Automation...! Actual Value: Welcome to Automation...!
17:27:37.464 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Text Question Control Answer Passed : Actual Value is: Welcome to Automation...!Expected Value is: Welcome to Automation...!
17:27:39.898 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Email Control Question Expected Value:What is your email address? Actual Value: What is your email address?
17:27:39.898 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Email Control Question Passed : Actual Value is: What is your email address?Expected Value is: What is your email address?
17:27:41.331 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Email Control Answer Expected Value:sudhakar@rsoft.in Actual Value: sudhakar@rsoft.in
17:27:41.331 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Email Control Answer Passed : Actual Value is: sudhakar@rsoft.inExpected Value is: sudhakar@rsoft.in
17:27:43.859 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Phone Number Control Question Expected Value:Please type your phone number Actual Value: Please type your phone number
17:27:43.859 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Phone Number Control Question Passed : Actual Value is: Please type your phone numberExpected Value is: Please type your phone number
17:27:45.313 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Phone Number Control Answer Expected Value:+91 1234567890 Actual Value: +91 1234567890
17:27:45.313 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Phone Number Control Answer Passed : Actual Value is: +91 1234567890Expected Value is: +91 1234567890
17:27:47.766 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Appointment Control Question Expected Value:Book an appointment / meeting Actual Value: Book an appointment / meeting
17:27:47.766 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Appointment Control Question Passed : Actual Value is: Book an appointment / meetingExpected Value is: Book an appointment / meeting
17:27:49.192 [main] INFO  testCases.TC_001_SFI_All_MobileResponse - Appointment Control Answer Expected Value:Appointment Date : 01/11/2023, Time : [ 09:45 AM to 09:49 AM ] Actual Value: Appointment Date : 01/11/2023, Time : [ 09:40 AM to 09:44 AM ]
